O,D,value
273,150,4.64
273,151,16.25
273,152,18.54
273,153,17.86
273,154,28
273,155,13.5
273,156,18.22
273,157,12.94
273,158,11.47
273,159,17.18
273,160,14.18
273,161,13.22
273,188,5.72
273,189,5.79
273,190,17.08
273,191,21.74
273,263,9.33
273,265,5.2
273,267,26.3
273,268,15.9
273,269,20.83
273,270,19.72
273,271,21.19
273,272,32.69
273,274,6.72
273,275,26.49
273,276,15.29
273,277,37.53
273,278,57.94
273,279,4.48
273,283,103.65
273,284,20.06
273,285,30.27
273,286,6.88
273,287,65.4
273,288,193.02
273,289,16.51
273,290,32.41
273,292,5.5
273,294,5.47
273,299,21.34
273,309,11.62
273,320,24.85
273,322,8.43
273,328,6.6
273,329,6.86
273,331,5.66
273,381,5
273,382,9
273,383,6
273,387,5
274,152,5.17
274,191,5.44
274,267,4.56
274,272,11.72
274,273,14.62
274,278,7.06
274,283,11.69
274,284,4.56
274,287,7.1
274,288,17.43
274,320,10.04
275,16,4.92
275,25,6.83
275,64,5.47
275,81,6.45
275,82,5.53
275,83,4.87
275,85,6.53
275,86,9.13
275,87,13.59
275,88,8.85
275,89,5.64
275,91,6
275,92,22.1
275,93,14.25
275,95,11.97
275,97,5.07
275,98,10.18
275,100,9.4
275,102,15.37
275,103,17.45
275,104,8.4
275,105,6.57
275,106,4.8
275,107,7.01
275,131,4.65
275,136,7.55
275,141,5.23
275,142,5.18
275,143,11.22
275,146,8.39
275,147,20.85
275,148,30.67
275,149,11.57
275,151,6.67
275,152,7.07
275,153,31.13
275,154,26.2
275,155,26.75
275,156,14.66
275,157,19.89
275,158,20.98
275,159,32.84
275,160,23.14
275,161,23.32
275,190,6.17
275,191,5.43
275,267,44.56
275,268,12.83
275,269,51.96
275,270,17.78
275,271,8.97
275,272,10.09
275,273,24.39
275,276,14.57
275,277,52.95
275,278,30.19
275,279,14.91
275,280,10.74
275,283,16.52
275,285,9.3
275,287,88.77
275,288,95.56
275,289,16.01
275,290,15.83
275,292,8.09
275,294,5.11
275,320,7.36
275,387,11
276,92,5.9
276,103,5.12
276,147,6.13
276,148,10.18
276,149,9.05
276,151,5.32
276,152,5.76
276,153,10.34
276,154,21.18
276,155,8.15
276,156,13.76
276,157,7.48
276,158,6.17
276,159,9.9
276,160,7.94
276,161,7.32
276,191,5.24
276,267,16.23
276,268,12.11
276,269,14
276,270,14.17
276,271,6.72
276,272,8.71
276,273,16.79
276,275,21.67
276,277,13.46
276,278,20.85
276,283,11.08
276,285,4.64
276,287,21.68
276,288,55.1
276,290,8.04
276,320,7.05
277,86,4.96
277,87,9.71
277,88,7.57
277,91,6.06
277,92,19.97
277,93,11.77
277,95,9.11
277,98,7.47
277,100,8.21
277,102,12.06
277,103,13.57
277,104,19.67
277,105,14.5
277,107,5.07
277,108,4.82
277,109,8.33
277,136,5.28
277,143,8.88
277,146,5.93
277,147,15.77
277,148,23.88
277,149,8.61
277,151,5.37
277,152,4.91
277,153,24.24
277,154,20.89
277,155,19.31
277,156,11.31
277,157,15.57
277,158,14.87
277,159,24.24
277,160,18.85
277,161,17.45
277,191,4.46
277,267,31.73
277,268,9.12
277,269,41.68
277,270,12.4
277,271,5.6
277,272,8.01
277,273,37.14
277,275,60.96
277,276,10.7
277,278,56.98
277,279,11.31
277,280,8.74
277,281,5.51
277,282,5.28
277,283,27.32
277,284,5.54
277,285,14.6
277,287,174.05
277,288,166.09
277,289,28.87
277,290,29.4
277,291,8.47
277,292,15.27
277,293,5.47
277,294,10.09
277,296,8.89
277,299,7.47
277,320,5.75
277,387,13
278,87,5.94
278,92,8.4
278,100,5.14
278,102,6.14
278,103,6.17
278,104,7.86
278,105,5.97
278,143,5.01
278,147,9.01
278,148,12.64
278,149,11.26
278,151,7.12
278,152,6.48
278,153,12.82
278,154,26.93
278,155,10.32
278,156,16.73
278,157,7.41
278,158,9.06
278,159,13.31
278,160,10.08
278,161,9.37
278,190,6.42
278,191,6.18
278,267,16.13
278,268,13.7
278,269,18.27
278,270,17.19
278,271,6.85
278,272,12.43
278,273,53.6
278,275,30.21
278,276,14.78
278,277,53.05
278,279,4.66
278,280,4.6
278,283,39.89
278,284,7.8
278,285,15.67
278,287,81
278,288,233.12
278,289,16.82
278,290,33.3
278,292,7.46
278,294,6.41
278,299,9.54
278,309,4.8
278,320,8.61
279,25,9.54
279,26,7.23
279,29,6.09
279,30,5.17
279,32,5.33
279,81,7.22
279,82,6.74
279,83,7.92
279,85,8.99
279,86,9.33
279,87,20.45
279,88,18.21
279,89,11.14
279,91,12.84
279,92,52.36
279,93,33.4
279,94,4.97
279,95,35.44
279,96,12.17
279,97,10.65
279,98,22.78
279,99,11.97
279,100,23.76
279,102,64.89
279,103,80.55
279,104,30.54
279,105,25.68
279,106,15.24
279,107,26.46
279,108,7.99
279,109,14.99
279,111,10.95
279,113,4.61
279,143,5
279,145,5.52
279,147,30.84
279,148,26.49
279,153,14.73
279,154,11.34
279,155,9.62
279,156,6.74
279,157,31.67
279,158,23.03
279,159,47.82
279,160,30.64
279,161,46.08
279,267,16.09
279,268,4.63
279,269,20.59
279,270,6.54
279,273,6.39
279,275,28.21
279,276,4.71
279,277,21.92
279,278,9.56
279,280,17.57
279,281,9.41
279,287,29.15
279,288,21.52
279,289,4.99
279,291,12.32
279,292,8.98
279,293,5.35
279,294,6.26
279,295,5.78
279,296,12.36
279,356,6.3
280,25,4.57
280,85,4.81
280,86,4.46
280,87,10.95
280,88,9.68
280,89,5.96
280,91,6.34
280,92,28.05
280,93,17.81
280,95,12.66
280,97,6.17
280,98,11.66
280,100,9.13
280,102,16.7
280,103,19.61
280,104,8.38
280,105,6.41
280,107,7.36
280,147,16.46
280,148,13.66
280,153,9.29
280,154,7.15
280,155,7.32
280,156,5.52
280,157,16.43
280,158,13.34
280,159,26.08
280,160,15.87
280,161,24.15
280,267,12.88
280,269,13.86
280,270,5.56
280,273,5.43
280,275,24.57
280,277,15.92
280,278,7.22
280,279,18.66
280,287,23.04
280,288,21.06
280,292,5.74
281,92,8.15
281,93,4.89
281,95,6.03
281,102,11.93
281,103,13.37
281,104,18.17
281,105,15.8
281,107,5.43
281,108,6.17
281,109,7.99
281,147,5.49
281,157,4.78
281,159,7.29
281,160,5.61
281,161,7.02
281,275,4.65
281,277,11.64
281,278,5.31
281,279,11.01
281,287,17.19
281,288,12.13
281,291,7.86
281,292,6.1
281,296,7.25
282,92,5.42
282,104,5.03
282,159,4.85
282,161,4.67
282,275,5.68
282,277,9.7
282,287,15.27
282,288,12.19
283,86,5.48
283,87,7.08
283,92,9.13
283,93,5.27
283,103,4.54
283,104,7.39
283,105,4.51
283,136,4.68
283,139,4.66
283,142,5.87
283,143,5.94
283,147,10.62
283,148,17.33
283,149,24.55
283,151,16.9
283,152,14.33
283,153,17.55
283,154,24.01
283,155,12.46
283,156,16.79
283,157,11.12
283,158,11.68
283,159,16.92
283,160,11.17
283,161,12.29
283,188,5.41
283,189,4.48
283,190,10.33
283,191,16.6
283,263,8.64
283,265,4.77
283,267,21.61
283,268,12.74
283,269,19.43
283,270,19.25
283,271,17.68
283,272,29.4
283,273,118.12
283,274,6.25
283,275,22.04
283,276,12.35
283,277,34.08
283,278,48.96
283,279,5.19
283,284,40.03
283,285,77.23
283,286,12.55
283,287,126.38
283,288,470.97
283,289,34.75
283,290,76.52
283,291,5.25
283,292,10.54
283,293,6.34
283,294,8.79
283,299,42.92
283,300,6.63
283,309,27.66
283,316,9.94
283,320,23.95
283,322,7.73
283,328,15.62
283,329,16.24
283,330,5.54
283,331,12.03
283,332,7.15
283,381,23
283,382,20
283,387,7
284,149,4.47
284,152,5.49
284,154,5.9
284,191,6.78
284,267,5.14
284,272,12.39
284,273,23.03
284,275,4.57
284,277,7.03
284,278,10.79
284,283,43.67
284,285,13
284,286,5.61
284,287,18.41
284,288,71.47
284,289,4.89
284,290,12.56
284,299,8.24
284,309,5.69
284,320,11.6
284,322,5.55
284,328,5.01
284,329,5.21
284,381,7
284,387,7
285,267,6.81
285,272,4.83
285,273,22.01
285,275,7.15
285,277,7.53
285,278,11.82
285,283,47.36
285,284,7.02
285,286,7.01
285,287,47.23
285,288,141.2
285,289,21.39
285,290,49.52
285,294,7.03
285,299,28.09
285,309,11.79
285,316,4.57
285,320,6.16
285,328,6.77
285,329,8.04
285,331,6.78
285,387,9
286,273,9.06
286,283,18.51
286,284,8.24
286,285,14.97
286,287,15.2
286,288,47.03
286,289,5.58
286,290,12.44
286,299,10.06
286,309,5.35
286,320,4.7
286,321,5.07
286,322,6.37
286,324,10.44
286,328,6.96
286,329,7.24
286,331,4.91
287,18,6.04
287,23,7.91
287,24,5.93
287,25,6.11
287,26,4.97
287,29,5.65
287,32,5.07
287,77,5.6
287,81,6.76
287,82,5.78
287,83,6.21
287,85,8.91
287,86,8.49
287,87,17.46
287,88,9.72
287,89,8.03
287,91,10.63
287,92,26.92
287,93,19.94
287,95,13.24
287,97,6.59
287,98,15.36
287,99,11.72
287,100,8.22
287,101,5.32
287,102,22.95
287,103,25.42
287,104,26.12
287,105,20.1
287,106,10.43
287,107,9.65
287,108,18.6
287,109,15.99
287,110,4.5
287,111,14.13
287,112,5.23
287,113,18.74
287,116,14.42
287,117,6.89
287,118,17.22
287,119,8.77
287,121,13.26
287,123,10.79
287,133,5.34
287,135,5.75
287,136,9.93
287,141,6.59
287,142,7.47
287,143,12.93
287,146,8.83
287,147,25.09
287,148,35.72
287,149,14.17
287,151,7.06
287,152,8.42
287,153,36.22
287,154,33.8
287,155,26.39
287,156,18.67
287,157,27.2
287,158,20.23
287,159,32.83
287,160,28.75
287,161,24.8
287,190,5.39
287,191,9.8
287,267,48.23
287,268,16.65
287,269,57.08
287,270,19.8
287,271,9.38
287,272,12.72
287,273,59.4
287,275,90.81
287,276,17.44
287,277,172.1
287,278,86.3
287,279,16.68
287,280,15.11
287,281,7.64
287,282,6.94
287,283,107.02
287,284,15.52
287,285,59.68
287,286,8.8
287,288,821.92
287,289,145.82
287,290,138.36
287,291,41.04
287,292,70.43
287,293,21.53
287,294,44.53
287,295,16.21
287,296,35.4
287,297,8.95
287,298,12.9
287,299,38.73
287,300,14.72
287,301,14.82
287,303,4.63
287,309,27.22
287,316,7.5
287,320,10.98
287,328,12.2
287,329,10.56
287,331,10.49
287,332,8.03
287,335,4.7
287,356,5.75
287,381,8
287,382,9
287,387,12
288,16,5.05
288,18,11.04
288,20,6.11
288,23,8.91
288,24,4.93
288,25,5.08
288,26,8.91
288,28,4.72
288,29,10.4
288,31,4.84
288,32,5.7
288,34,4.75
288,36,8.58
288,64,6.56
288,77,5.6
288,80,4.67
288,81,10.74
288,82,6.77
288,83,6.2
288,85,9.89
288,86,9.47
288,87,21.42
288,88,9.31
288,89,8.01
288,91,8.61
288,92,24.09
288,93,14.04
288,95,12.07
288,97,4.7
288,98,13.35
288,99,9.9
288,100,11.82
288,101,4.79
288,102,25.74
288,103,24.05
288,104,32.16
288,105,20.21
288,106,11.96
288,107,13.37
288,108,22.99
288,109,23.07
288,111,17.6
288,112,5.9
288,113,24.54
288,115,5.35
288,116,15.18
288,117,6.1
288,118,21.59
288,119,11.19
288,121,12.48
288,123,15
288,131,4.83
288,132,5.13
288,133,5.33
288,134,4.47
288,135,4.74
288,136,11.92
288,137,4.52
288,141,8.57
288,142,13.03
288,143,12.89
288,144,8.79
288,145,6.33
288,146,10.81
288,147,27.03
288,148,40.62
288,149,37.24
288,150,5.89
288,151,22.34
288,152,25.52
288,153,40.11
288,154,72.55
288,155,28.3
288,156,48.73
288,157,28.13
288,158,28.16
288,159,38.73
288,160,29.66
288,161,23.72
288,188,9.97
288,190,18.69
288,191,21.66
288,263,9.89
288,264,4.66
288,265,7.55
288,267,54.09
288,268,40.49
288,269,54.77
288,270,49.98
288,271,28.41
288,272,36.55
288,273,162.5
288,274,6.11
288,275,86.33
288,276,42.42
288,277,151.07
288,278,232.08
288,279,15.65
288,280,11.77
288,281,7.16
288,282,5.79
288,283,371.36
288,284,52.26
288,285,175.17
288,286,25.61
288,287,774.38
288,289,187.66
288,290,397.38
288,291,35.15
288,292,59.21
288,293,26.94
288,294,59.46
288,295,15.54
288,296,32.05
288,297,14.55
288,298,14.76
288,299,106.4
288,300,37.72
288,301,20.46
288,303,4.94
288,309,68.31
288,316,24.11
288,320,26.38
288,322,12
288,328,29.23
288,329,34.38
288,330,11.37
288,331,26.64
288,332,13.64
288,335,8.42
288,356,6.73
288,357,9.57
288,379,7
288,381,24
288,382,42
288,385,8
288,387,91
289,93,6.2
289,102,6.94
289,103,4.8
289,104,8.54
289,107,4.59
289,108,4.5
289,109,6.02
289,111,6.15
289,113,8.64
289,118,12.81
289,123,8.29
289,147,5.4
289,148,5.98
289,149,4.53
289,153,5.05
289,154,5.12
289,157,4.54
289,159,6.87
289,161,6.16
289,267,9.18
289,269,10.04
289,273,13.19
289,275,15.39
289,277,22.48
289,278,17.98
289,283,29.13
289,285,27.84
289,287,137.07
289,288,185.22
289,290,82.38
289,291,8.71
289,292,14.14
289,293,13.94
289,294,27.49
289,296,7.28
289,297,6.14
289,298,8.9
289,299,18.82
289,300,12.03
289,301,10.48
289,303,6.16
289,309,13.05
289,316,5.16
289,329,5.16
289,381,7
289,382,9
290,108,5.63
290,113,7.22
290,118,5.23
290,148,4.9
290,154,5.58
290,267,5.47
290,269,4.8
290,270,4.65
290,273,17.23
290,275,10.36
290,277,12.05
290,278,18.22
290,283,33.27
290,284,5.47
290,285,31.74
290,287,70.41
290,288,210.14
290,289,45.84
290,291,4.65
290,292,7.71
290,293,5.19
290,294,10.77
290,296,5.45
290,299,21.89
290,300,10.21
290,301,5.25
290,309,12.92
290,316,6.48
290,328,5.9
290,329,5.06
290,331,6.76
290,387,6
291,87,5.37
291,92,11.18
291,93,6.71
291,95,10.27
291,98,4.65
291,99,4.82
291,100,7.31
291,102,16.99
291,103,18.33
291,104,25.92
291,105,21.66
291,106,6.26
291,107,6.07
291,108,9.78
291,109,15.16
291,111,8.01
291,113,7.36
291,116,10.24
291,118,15.21
291,119,5.24
291,121,5.77
291,123,9.36
291,147,7.16
291,148,5.44
291,154,5.42
291,157,6.55
291,158,4.92
291,159,10
291,160,6.33
291,161,9.63
291,269,5.1
291,273,5.44
291,275,11.38
291,277,13.22
291,278,5.91
291,279,16.1
291,281,8.23
291,283,7.08
291,285,5.59
291,287,70.04
291,288,64.36
291,289,15.13
291,290,12.88
291,292,19.47
291,293,17.22
291,294,14.87
291,295,15.5
291,296,34.47
291,297,7.63
291,298,12.87
291,301,6.71
291,303,4.98
291,356,9.01
291,387,9
292,92,11.12
292,93,7.06
292,95,5.57
292,98,6.2
292,102,6.32
292,103,8.73
292,104,10.51
292,105,9.13
292,108,6.14
292,109,5.55
292,113,5.87
292,116,4.9
292,118,6.73
292,123,4.68
292,147,6.58
292,148,5.93
292,154,4.9
292,157,5.93
292,159,10.05
292,160,6.73
292,161,8.71
292,267,4.81
292,269,7.61
292,273,6.72
292,275,11.74
292,277,21.11
292,278,8.09
292,279,6.37
292,280,4.92
292,281,4.47
292,283,11.74
292,285,10.59
292,287,97.71
292,288,89.8
292,289,21.99
292,290,20.63
292,291,15.75
292,293,9.32
292,294,20.06
292,295,6.12
292,296,14.53
292,297,5.22
292,298,5.58
292,301,5.68
292,303,4.68
292,356,5.1
293,92,5.34
293,95,6.22
293,102,7.65
293,103,9.35
293,104,14.72
293,105,12.06
293,108,6.65
293,109,6.99
293,111,4.48
293,113,7.26
293,116,6.6
293,118,23.15
293,119,9.86
293,123,11.42
293,159,4.77
293,161,4.6
293,277,8.44
293,279,7.21
293,283,7.28
293,285,6.88
293,287,39.6
293,288,51.28
293,289,28.42
293,290,22
293,291,18.84
293,292,10.94
293,294,25
293,295,8.71
293,296,19.31
293,297,15.36
293,298,20.47
293,299,5.05
293,301,15.7
293,303,9.5
293,356,6.32
294,92,6.17
294,95,4.78
294,98,4.56
294,99,5.9
294,102,7.62
294,103,4.71
294,104,11.01
294,105,5.57
294,108,6.89
294,109,5.08
294,113,6.44
294,118,10.78
294,119,4.79
294,123,7.54
294,159,6.52
294,161,5.31
294,273,5.6
294,275,7.33
294,277,13.04
294,278,5.47
294,279,4.88
294,283,10.07
294,285,11.08
294,287,64.95
294,288,87.83
294,289,46.2
294,290,36.61
294,291,11.6
294,292,18.05
294,293,22.41
294,295,5.22
294,296,8.89
294,297,7.97
294,298,9.94
294,299,8.24
294,301,15.27
294,303,4.64
295,29,9.53
295,32,7.17
295,34,5.33
295,36,6.07
295,91,5.6
295,93,7.49
295,95,10.29
295,97,7.24
295,98,11.33
295,99,14.38
295,100,13.25
295,101,6.42
295,102,31.49
295,103,13.81
295,104,51.68
295,105,17.33
295,106,18.37
295,107,18.14
295,108,28.13
295,109,36.54
295,110,5.86
295,111,17.69
295,112,8.57
295,113,23.43
295,115,5.56
295,116,26.65
295,117,11.85
295,118,36.12
295,119,15.54
295,121,18.01
295,122,5.09
295,123,20.64
295,279,5.65
295,287,20.74
295,288,17.41
295,289,5.71
295,291,10.02
295,292,5.7
295,293,6.38
295,296,28.04
295,297,23.17
295,298,10.53
295,303,12.37
295,356,15.12
295,381,7
296,25,5.21
296,28,4.97
296,29,7.61
296,32,6.4
296,33,4.83
296,34,5.76
296,36,4.73
296,85,5.07
296,87,10.25
296,88,9.98
296,89,5.48
296,91,6.83
296,92,9.53
296,93,17.46
296,95,19.67
296,96,6.76
296,97,8.57
296,98,10.72
296,99,11.93
296,100,14.63
296,101,4.83
296,102,39.65
296,103,44.59
296,104,59.26
296,105,51.52
296,106,18.5
296,107,16.44
296,108,27.2
296,109,32.59
296,110,7.23
296,111,15.88
296,112,7.75
296,113,20.23
296,115,6.07
296,116,23.88
296,117,10.57
296,118,32.76
296,119,14.97
296,121,17.28
296,122,4.76
296,123,19.73
296,147,7.6
296,157,5.74
296,159,9.63
296,160,4.83
296,161,7.34
296,275,6.86
296,277,10.08
296,278,5.5
296,279,12.51
296,281,6.27
296,283,5.64
296,287,57.52
296,288,53.15
296,289,15.53
296,290,10.29
296,291,30.48
296,292,18.84
296,293,14.81
296,294,12.1
296,295,37.91
296,297,20.88
296,298,28.91
296,301,5.72
296,303,12.86
296,356,11.92
296,387,25
297,29,8.16
297,32,7.02
297,33,4.61
297,34,4.48
297,36,4.57
297,93,5.49
297,95,7.73
297,97,6.24
297,98,9.54
297,99,12.23
297,100,9.94
297,101,6.55
297,102,23.08
297,103,9.55
297,104,36.03
297,105,11.29
297,106,14.58
297,107,13.05
297,108,23.78
297,109,27.68
297,110,5.92
297,111,15.01
297,112,6.35
297,113,21.15
297,115,5.83
297,116,24.58
297,117,8.66
297,118,85.16
297,119,41.74
297,121,17.53
297,122,10.07
297,123,52
297,287,16.19
297,288,17.66
297,289,12.62
297,290,7.37
297,291,7.24
297,293,14.72
297,294,10.06
297,295,28.82
297,296,19.69
297,298,22.87
297,301,4.82
297,303,28.61
297,305,4.65
297,312,6.83
297,346,4.56
297,356,12.33
297,381,7
298,93,4.82
298,95,4.87
298,100,5.12
298,102,9.82
298,103,11.78
298,104,14.66
298,105,13.75
298,106,6.17
298,108,7.52
298,109,10.06
298,111,6.01
298,113,5.91
298,116,8.46
298,118,27.23
298,119,12.37
298,121,6.44
298,123,17.16
298,287,18.51
298,288,21.19
298,289,11.48
298,290,9.07
298,291,8.04
298,292,5.67
298,293,13.12
298,294,10.99
298,295,9.88
298,296,21.11
298,297,18.55
298,301,5.02
298,303,10.65
298,356,4.67
299,147,5.5
299,149,4.5
299,152,5.07
299,154,6.84
299,267,7.25
299,270,4.83
299,272,4.94
299,273,22.47
299,275,5.17
299,277,8.58
299,278,11.88
299,283,48.64
299,284,8.73
299,285,48.71
299,286,9.32
299,287,44.47
299,288,139.99
299,289,22.5
299,290,50.83
299,292,5.42
299,294,5.07
299,300,16.27
299,301,6.4
299,309,53.66
299,316,21.3
299,320,4.47
299,328,35.21
299,329,51.36
299,330,5.78
299,331,14.5
299,332,12.9
299,335,11.44
299,381,10
299,382,16
300,273,4.79
300,277,6.09
300,278,6.01
300,283,10.55
300,285,11.97
300,287,32.66
300,288,71.89
300,289,25.7
300,290,37.49
300,294,7.66
300,299,23.37
300,301,10.28
300,309,9.66
300,328,5.08
301,103,4.74
301,104,6.44
301,105,5.6
301,116,5.08
301,118,14.65
301,119,6.43
301,123,9.3
301,277,6.11
301,283,6.01
301,285,6.58
301,287,34.95
301,288,45.18
301,289,25.23
301,290,19.04
301,291,9.04
301,292,10.43
301,293,19.21
301,294,23.73
301,296,11.28
301,297,7.91
301,298,10.37
301,299,11.81
301,300,10.98
301,302,4.74
301,303,15.57
301,312,6.31
301,346,12.17
302,104,5.59
302,108,4.79
302,109,5.25
302,116,4.75
302,118,18.08
302,119,6.33
302,123,10.68
302,288,5.96
302,296,6.34
302,297,9.22
302,298,7.08
302,301,6.16
302,303,18.14
302,312,6.18
302,346,5.83
302,356,8.96
303,16,4.54
303,18,6.02
303,23,6.21
303,26,7.08
303,28,8.65
303,29,12.92
303,31,5.99
303,32,13.02
303,33,7.01
303,34,8.45
303,35,4.97
303,36,5.29
303,91,7.23
303,93,9.8
303,95,6.02
303,97,14.72
303,98,9.64
303,99,21.7
303,100,14.42
303,101,12.57
303,102,13.56
303,103,6.22
303,104,16.72
303,105,5.99
303,106,29.28
303,107,18.12
303,108,45.73
303,109,41.08
303,110,14.19
303,111,29.32
303,112,16.58
303,113,38.57
303,115,15.07
303,116,65.37
303,117,12.06
303,118,230.89
303,119,55.77
303,120,14.91
303,121,51.88
303,122,25.75
303,123,143.05
303,124,8.28
303,287,5.51
303,288,8.16
303,289,8.93
303,293,6.74
303,294,6.13
303,295,11.5
303,296,13.26
303,297,23.83
303,298,13.24
303,301,9.03
303,302,8.2
303,304,9.22
303,305,44.89
303,306,4.47
303,307,10.51
303,312,27.9
303,313,7.87
303,314,16.33
303,340,6.27
303,346,25.46
303,351,15.07
303,356,29.92
303,357,6.66
303,359,22.87
303,360,6.4
303,362,6.81
303,387,5
304,29,10.4
304,34,5.03
304,36,5.23
304,108,5.61
304,109,4.91
304,110,15.57
304,111,10.36
304,112,25.05
304,113,17.55
304,115,18.39
304,116,8.71
304,118,33.43
304,120,20.66
304,121,23.91
304,122,54.44
304,123,62.27
304,124,15.55
304,303,17.69
304,305,24.99
304,308,5.12
304,314,7.2
304,356,47.53
304,357,14.53
304,359,58.93
304,360,13.97
304,361,8.19
304,362,14.86
305,29,12.37
305,32,5.63
305,34,5.01
305,36,6.21
305,97,5.03
305,98,4.85
305,99,9.64
305,100,7.67
305,101,7.61
305,102,4.46
305,104,5.74
305,106,12.21
305,107,7.09
305,108,24.65
305,109,15.28
305,110,19.51
305,111,28.09
305,112,26.97
305,113,52.8
305,115,23.33
305,116,36.51
305,117,4.99
305,118,130.04
305,119,17.58
305,120,24.59
305,121,89.36
305,122,55.25
305,123,260.84
305,124,15.5
305,295,5.53
305,297,8.13
305,303,79.13
305,304,23.49
305,307,13.04
305,308,5.1
305,312,6.65
305,314,16.07
305,346,6.73
305,356,50.39
305,357,14.48
305,359,53.74
305,360,14.92
305,361,8.16
305,362,14.81
306,112,6.98
306,115,5.07
306,118,8.94
306,120,6.13
306,121,5.2
306,122,12.53
306,123,16.24
306,303,10.64
306,304,5.61
306,305,6.82
306,314,5.05
306,356,15.27
306,357,6.02
306,359,25.7
306,360,5.79
306,362,6.16
307,110,5.26
307,111,4.94
307,112,5.38
307,113,8.32
307,115,4.66
307,116,5.82
307,118,24.2
307,119,5.15
307,120,4.62
307,121,14.39
307,122,13.27
307,123,45.61
307,303,27.94
307,304,5.05
307,305,19.08
307,314,9.41
307,356,15.14
307,357,5.42
307,359,18.62
307,360,5.21
307,362,5.54
308,110,5.14
308,112,9.48
308,113,5.48
308,115,5.91
308,118,10.38
308,120,7.29
308,121,7.37
308,122,17.79
308,123,22.9
308,124,7.61
308,303,8
308,304,7.96
308,305,9.46
308,356,32.58
308,357,15.32
308,359,59.67
308,360,14.74
308,361,8.64
308,362,15.68
309,267,4.82
309,273,20.32
309,278,10.66
309,283,34.69
309,284,7.11
309,285,23.51
309,286,7.08
309,287,32.88
309,288,92.64
309,289,16.25
309,290,26.69
309,299,82.06
309,300,8.2
309,303,4.81
309,310,5.46
309,312,5.11
309,316,76.5
309,328,16.12
309,329,20.07
309,330,13.42
309,331,54.86
309,332,81.87
309,335,48.86
309,338,11.58
309,343,4.59
309,346,10.41
309,351,6.02
310,287,4.6
310,288,12.2
310,290,6.12
310,309,13.14
310,346,5.16
311,288,4.55
311,301,5.66
311,312,7.08
311,346,16.03
311,351,4.53
312,99,4.68
312,100,4.82
312,104,6.32
312,106,6.08
312,107,5.49
312,108,11.5
312,109,8.42
312,110,5.05
312,111,6.84
312,113,9.15
312,116,9.42
312,118,35.85
312,119,14.37
312,121,8.48
312,123,23.18
312,287,5.29
312,296,7.03
312,297,9.77
312,298,8.74
312,301,7.87
312,302,5.26
312,303,39.96
312,305,5.54
312,309,7.58
312,313,4.64
312,314,7.08
312,340,12.53
312,346,58.14
312,351,23.64
313,116,5.13
313,118,19.58
313,119,4.54
313,121,4.75
313,123,13.1
313,303,24.76
313,312,8.49
313,314,6.87
313,346,10.84
313,351,6.23
313,356,7.83
313,383,22
313,387,8
314,29,4.87
314,108,4.84
314,110,6.97
314,111,5.58
314,112,10.2
314,113,9.56
314,115,9.59
314,116,8.28
314,118,22.16
314,119,4.68
314,120,7.05
314,121,15.06
314,122,19.2
314,123,45.69
314,124,5.96
314,298,4.85
314,303,27.46
314,304,8.7
314,305,18.32
314,307,7.03
314,312,8.52
314,342,7.33
314,346,6.54
314,356,24.48
314,357,8.27
314,359,28.41
314,360,9.94
314,361,9.93
314,362,18.01
314,364,17.67
314,365,6.34
315,356,8.96
315,359,10.99
315,362,7
315,364,9.43
316,273,12.21
316,278,5.29
316,283,20.81
316,285,14.19
316,287,16.43
316,288,53.79
316,289,6.66
316,290,13.66
316,299,50.64
316,309,126.03
316,317,11.97
316,328,10.08
316,329,12.69
316,330,6.33
316,331,28.05
316,332,35.82
316,334,5.52
316,335,90.01
316,338,14.91
316,343,11.89
316,346,36.57
316,349,4.63
316,351,19.49
317,288,10.4
317,290,5.6
317,309,10.86
317,316,23.45
317,335,5.67
317,346,38.46
317,351,20.49
318,140,4.6
318,148,5.36
318,149,10.68
318,150,4.9
318,151,6.29
318,152,19.22
318,154,7.9
318,156,5.07
318,178,5.42
318,179,7.43
318,180,5.35
318,181,10.15
318,182,8.06
318,183,5.68
318,184,7.4
318,185,8.1
318,186,37.3
318,187,32.99
318,188,33.15
318,189,57.36
318,190,72.92
318,191,115.02
318,272,6.23
318,319,116.35
318,320,133.46
318,321,16.27
318,322,39.17
318,324,9.5
318,367,62.25
318,377,5
319,140,5.13
319,148,5.86
319,149,11.11
319,150,6.63
319,151,7.07
319,152,20.77
319,153,4.5
319,154,8.77
319,156,4.67
319,178,7.07
319,179,8.09
319,181,12.21
319,182,8.96
319,183,5.23
319,184,7.21
319,185,10
319,186,7.1
319,187,38.99
319,188,40.28
319,189,67.94
319,190,89.43
319,191,139.71
319,264,4.81
319,268,4.77
319,272,7.01
319,318,118.96
319,320,144.29
319,322,29.87
319,367,14.46
319,377,8
320,16,4.78
320,18,8.4
320,64,4.8
320,87,9.11
320,92,6.83
320,128,7.49
320,132,6.6
320,136,7.04
320,137,8.35
320,138,8.22
320,139,8.81
320,140,19.38
320,141,8.27
320,142,14.32
320,143,9.03
320,144,7.94
320,146,4.5
320,147,12.44
320,148,21.26
320,149,66.26
320,150,31.1
320,151,37.89
320,152,127.1
320,153,19.19
320,154,47.55
320,155,15.55
320,156,31.36
320,157,9.67
320,158,10.35
320,159,13.7
320,160,11.4
320,161,8.65
320,170,5.2
