name,road_link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_theta1,VDF_gamma1,VDF_mu1,RUC_rho1,RUC_resource1,RUC_type
,2241,786,787,freeway,1,5.856,1,1500,60,1,0,5.856,1500,0.15,4,1,1,100,10,0,1
,2242,786,794,freeway,1,5.856,1,3000,60,1,0,5.856,3000,0.15,4,1,1,100,10,0,1
,2243,787,241,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2244,787,782,freeway,1,5.551,1,3500,60,1,0,5.551,3500,0.15,4,1,1,100,10,0,1
,2245,787,786,freeway,1,5.856,1,1500,60,1,0,5.856,1500,0.15,4,1,1,100,10,0,1
,2246,787,789,freeway,1,4.69224,1,500,60,1,0,4.69224,500,0.15,4,1,1,100,10,0,1
,2247,787,791,freeway,1,4.78452,1,500,60,1,0,4.78452,500,0.15,4,1,1,100,10,0,1
,2248,787,795,freeway,1,5.91731,1,4500,60,1,0,5.91731,4500,0.15,4,1,1,100,10,0,1
,2249,788,242,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2250,788,783,freeway,1,4.62957,1,1500,60,1,0,4.62957,1500,0.15,4,1,1,100,10,0,1
,2251,788,789,freeway,1,2.92864,1,2000,60,1,0,2.92864,2000,0.15,4,1,1,100,10,0,1
,2252,788,790,freeway,1,2.745,1,1500,60,1,0,2.745,1500,0.15,4,1,1,100,10,0,1
,2253,788,792,freeway,1,2.728,1,2000,60,1,0,2.728,2000,0.15,4,1,1,100,10,0,1
,2254,789,243,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2255,789,783,freeway,1,4.57175,1,1000,60,1,0,4.57175,1000,0.15,4,1,1,100,10,0,1
,2256,789,787,freeway,1,4.69224,1,500,60,1,0,4.69224,500,0.15,4,1,1,100,10,0,1
,2257,789,788,freeway,1,2.92864,1,2000,60,1,0,2.92864,2000,0.15,4,1,1,100,10,0,1
,2258,789,791,freeway,1,2.867,1,1500,60,1,0,2.867,1500,0.15,4,1,1,100,10,0,1
,2259,790,244,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2260,790,788,freeway,1,2.745,1,1500,60,1,0,2.745,1500,0.15,4,1,1,100,10,0,1
,2261,790,791,freeway,1,2.92864,1,2000,60,1,0,2.92864,2000,0.15,4,1,1,100,10,0,1
,2262,790,792,freeway,1,2.87736,1,2500,60,1,0,2.87736,2500,0.15,4,1,1,100,10,0,1
,2263,790,796,freeway,1,2.989,1,2000,60,1,0,2.989,2000,0.15,4,1,1,100,10,0,1
,2264,791,245,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2265,791,787,freeway,1,4.78452,1,500,60,1,0,4.78452,500,0.15,4,1,1,100,10,0,1
,2266,791,789,freeway,1,2.867,1,1500,60,1,0,2.867,1500,0.15,4,1,1,100,10,0,1
,2267,791,790,freeway,1,2.92864,1,2000,60,1,0,2.92864,2000,0.15,4,1,1,100,10,0,1
,2268,791,797,freeway,1,3.05244,1,1500,60,1,0,3.05244,1500,0.15,4,1,1,100,10,0,1
,2269,792,246,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2270,792,746,freeway,1,3.05,1,1000,60,1,0,3.05,1000,0.15,4,1,1,100,10,0,1
,2271,792,784,freeway,1,5.795,1,1000,60,1,0,5.795,1000,0.15,4,1,1,100,10,0,1
,2272,792,788,freeway,1,2.728,1,2000,60,1,0,2.728,2000,0.15,4,1,1,100,10,0,1
,2273,792,790,freeway,1,2.87736,1,2500,60,1,0,2.87736,2500,0.15,4,1,1,100,10,0,1
,2274,792,800,freeway,1,5.795,1,500,60,1,0,5.795,500,0.15,4,1,1,100,10,0,1
,2275,793,247,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2276,793,785,freeway,1,5.79532,1,4000,60,1,0,5.79532,4000,0.15,4,1,1,100,10,0,1
,2277,793,794,freeway,1,5.79532,1,3500,60,1,0,5.79532,3500,0.15,4,1,1,100,10,0,1
,2278,793,801,freeway,1,5.85632,1,3000,60,1,0,5.85632,3000,0.15,4,1,1,100,10,0,1
,2279,793,914,freeway,1,7.3111,1,2000,60,1,0,7.3111,2000,0.15,4,1,1,100,10,0,1
,2280,794,248,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2281,794,786,freeway,1,5.856,1,3000,60,1,0,5.856,3000,0.15,4,1,1,100,10,0,1
,2282,794,793,freeway,1,5.79532,1,3500,60,1,0,5.79532,3500,0.15,4,1,1,100,10,0,1
,2283,794,795,freeway,1,5.91731,1,4000,60,1,0,5.91731,4000,0.15,4,1,1,100,10,0,1
,2284,794,802,freeway,1,5.79532,1,3000,60,1,0,5.79532,3000,0.15,4,1,1,100,10,0,1
,2285,795,249,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2286,795,787,freeway,1,5.91731,1,4500,60,1,0,5.91731,4500,0.15,4,1,1,100,10,0,1
,2287,795,794,freeway,1,5.91731,1,4000,60,1,0,5.91731,4000,0.15,4,1,1,100,10,0,1
,2288,795,797,freeway,1,4.51647,1,1500,60,1,0,4.51647,1500,0.15,4,1,1,100,10,0,1
,2289,795,799,freeway,1,4.73487,1,2500,60,1,0,4.73487,2500,0.15,4,1,1,100,10,0,1
,2290,795,803,freeway,1,5.734,1,2500,60,1,0,5.734,2500,0.15,4,1,1,100,10,0,1
,2291,796,250,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2292,796,790,freeway,1,2.989,1,2000,60,1,0,2.989,2000,0.15,4,1,1,100,10,0,1
,2293,796,797,freeway,1,3.05244,1,1000,60,1,0,3.05244,1000,0.15,4,1,1,100,10,0,1
,2294,796,798,freeway,1,2.92864,1,1000,60,1,0,2.92864,1000,0.15,4,1,1,100,10,0,1
,2295,796,800,freeway,1,2.75582,1,500,60,1,0,2.75582,500,0.15,4,1,1,100,10,0,1
,2296,797,251,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2297,797,791,freeway,1,3.05244,1,1500,60,1,0,3.05244,1500,0.15,4,1,1,100,10,0,1
,2298,797,795,freeway,1,4.51647,1,1500,60,1,0,4.51647,1500,0.15,4,1,1,100,10,0,1
,2299,797,796,freeway,1,3.05244,1,1000,60,1,0,3.05244,1000,0.15,4,1,1,100,10,0,1
,2300,797,799,freeway,1,3.05061,1,1000,60,1,0,3.05061,1000,0.15,4,1,1,100,10,0,1
,2301,798,252,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2302,798,796,freeway,1,2.92864,1,1000,60,1,0,2.92864,1000,0.15,4,1,1,100,10,0,1
,2303,798,799,freeway,1,3.05974,1,2000,60,1,0,3.05974,2000,0.15,4,1,1,100,10,0,1
,2304,798,800,freeway,1,2.89348,1,1000,60,1,0,2.89348,1000,0.15,4,1,1,100,10,0,1
,2305,798,804,freeway,1,2.99149,1,3000,60,1,0,2.99149,3000,0.15,4,1,1,100,10,0,1
,2306,799,253,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2307,799,795,freeway,1,4.73487,1,2500,60,1,0,4.73487,2500,0.15,4,1,1,100,10,0,1
,2308,799,797,freeway,1,3.05061,1,1000,60,1,0,3.05061,1000,0.15,4,1,1,100,10,0,1
,2309,799,798,freeway,1,3.05974,1,2000,60,1,0,3.05974,2000,0.15,4,1,1,100,10,0,1
,2310,799,805,freeway,1,2.80666,1,6000,60,1,0,2.80666,6000,0.15,4,1,1,100,10,0,1
,2311,800,254,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2312,800,757,freeway,1,2.93054,1,3000,60,1,0,2.93054,3000,0.15,4,1,1,100,10,0,1
,2313,800,792,freeway,1,5.795,1,500,60,1,0,5.795,500,0.15,4,1,1,100,10,0,1
,2314,800,796,freeway,1,2.75582,1,500,60,1,0,2.75582,500,0.15,4,1,1,100,10,0,1
,2315,800,798,freeway,1,2.89348,1,1000,60,1,0,2.89348,1000,0.15,4,1,1,100,10,0,1
,2316,800,808,freeway,1,5.978,1,500,60,1,0,5.978,500,0.15,4,1,1,100,10,0,1
,2317,801,255,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2318,801,389,freeway,1,7.50969,1,2500,60,1,0,7.50969,2500,0.15,4,1,1,100,10,0,1
,2319,801,793,freeway,1,5.85632,1,3000,60,1,0,5.85632,3000,0.15,4,1,1,100,10,0,1
,2320,801,802,freeway,1,5.917,1,2000,60,1,0,5.917,2000,0.15,4,1,1,100,10,0,1
,2321,801,913,freeway,1,20.8982,1,3500,60,1,0,20.8982,3500,0.15,4,1,1,100,10,0,1
,2322,802,256,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2323,802,388,freeway,1,4.42618,1,2000,60,1,0,4.42618,2000,0.15,4,1,1,100,10,0,1
,2324,802,794,freeway,1,5.79532,1,3000,60,1,0,5.79532,3000,0.15,4,1,1,100,10,0,1
,2325,802,801,freeway,1,5.917,1,2000,60,1,0,5.917,2000,0.15,4,1,1,100,10,0,1
,2326,802,803,freeway,1,5.856,1,2500,60,1,0,5.856,2500,0.15,4,1,1,100,10,0,1
,2327,803,257,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2328,803,709,freeway,1,6.1003,1,2500,60,1,0,6.1003,2500,0.15,4,1,1,100,10,0,1
,2329,803,795,freeway,1,5.734,1,2500,60,1,0,5.734,2500,0.15,4,1,1,100,10,0,1
,2330,803,802,freeway,1,5.856,1,2500,60,1,0,5.856,2500,0.15,4,1,1,100,10,0,1
,2331,803,805,freeway,1,4.60136,1,1000,60,1,0,4.60136,1000,0.15,4,1,1,100,10,0,1
,2332,803,807,freeway,1,4.758,1,1000,60,1,0,4.758,1000,0.15,4,1,1,100,10,0,1
,2333,804,258,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2334,804,798,freeway,1,2.99149,1,3000,60,1,0,2.99149,3000,0.15,4,1,1,100,10,0,1
,2335,804,805,freeway,1,2.86765,1,4500,60,1,0,2.86765,4500,0.15,4,1,1,100,10,0,1
,2336,804,806,freeway,1,3.05061,1,2000,60,1,0,3.05061,2000,0.15,4,1,1,100,10,0,1
,2337,804,808,freeway,1,2.8383,1,2500,60,1,0,2.8383,2500,0.15,4,1,1,100,10,0,1
,2338,805,259,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2339,805,799,freeway,1,2.80666,1,6000,60,1,0,2.80666,6000,0.15,4,1,1,100,10,0,1
,2340,805,803,freeway,1,4.60136,1,1000,60,1,0,4.60136,1000,0.15,4,1,1,100,10,0,1
,2341,805,804,freeway,1,2.86765,1,4500,60,1,0,2.86765,4500,0.15,4,1,1,100,10,0,1
,2342,805,807,freeway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,2343,806,260,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2344,806,710,freeway,1,2.867,1,2500,60,1,0,2.867,2500,0.15,4,1,1,100,10,0,1
,2345,806,804,freeway,1,3.05061,1,2000,60,1,0,3.05061,2000,0.15,4,1,1,100,10,0,1
,2346,806,807,freeway,1,2.989,1,2000,60,1,0,2.989,2000,0.15,4,1,1,100,10,0,1
,2347,806,808,freeway,1,2.9784,1,1500,60,1,0,2.9784,1500,0.15,4,1,1,100,10,0,1
,2348,807,261,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2349,807,711,freeway,1,2.74568,1,2500,60,1,0,2.74568,2500,0.15,4,1,1,100,10,0,1
,2350,807,803,freeway,1,4.758,1,1000,60,1,0,4.758,1000,0.15,4,1,1,100,10,0,1
,2351,807,805,freeway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,2352,807,806,freeway,1,2.989,1,2000,60,1,0,2.989,2000,0.15,4,1,1,100,10,0,1
,2353,808,262,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2354,808,584,freeway,1,6.26996,1,500,60,1,0,6.26996,500,0.15,4,1,1,100,10,0,1
,2355,808,768,freeway,1,2.928,1,4500,60,1,0,2.928,4500,0.15,4,1,1,100,10,0,1
,2356,808,800,freeway,1,5.978,1,500,60,1,0,5.978,500,0.15,4,1,1,100,10,0,1
,2357,808,804,freeway,1,2.8383,1,2500,60,1,0,2.8383,2500,0.15,4,1,1,100,10,0,1
,2358,808,806,freeway,1,2.9784,1,1500,60,1,0,2.9784,1500,0.15,4,1,1,100,10,0,1
,2359,809,263,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2360,809,697,freeway,1,2.989,1,2500,60,1,0,2.989,2500,0.15,4,1,1,100,10,0,1
,2361,809,810,freeway,1,2.928,1,1000,60,1,0,2.928,1000,0.15,4,1,1,100,10,0,1
,2362,809,811,freeway,1,2.989,1,2500,60,1,0,2.989,2500,0.15,4,1,1,100,10,0,1
,2363,809,814,freeway,1,2.92864,1,2500,60,1,0,2.92864,2500,0.15,4,1,1,100,10,0,1
,2364,810,264,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2365,810,698,freeway,1,2.86765,1,2000,60,1,0,2.86765,2000,0.15,4,1,1,100,10,0,1
,2366,810,809,freeway,1,2.928,1,1000,60,1,0,2.928,1000,0.15,4,1,1,100,10,0,1
,2367,810,812,freeway,1,2.98962,1,3500,60,1,0,2.98962,3500,0.15,4,1,1,100,10,0,1
,2368,810,866,freeway,1,4.57663,1,2500,60,1,0,4.57663,2500,0.15,4,1,1,100,10,0,1
,2369,811,265,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2370,811,809,freeway,1,2.989,1,2500,60,1,0,2.989,2500,0.15,4,1,1,100,10,0,1
,2371,811,812,freeway,1,2.867,1,2500,60,1,0,2.867,2500,0.15,4,1,1,100,10,0,1
,2372,811,816,freeway,1,3.11339,1,3000,60,1,0,3.11339,3000,0.15,4,1,1,100,10,0,1
,2373,811,817,freeway,1,2.93054,1,2500,60,1,0,2.93054,2500,0.15,4,1,1,100,10,0,1
,2374,812,266,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2375,812,810,freeway,1,2.98962,1,3500,60,1,0,2.98962,3500,0.15,4,1,1,100,10,0,1
,2376,812,811,freeway,1,2.867,1,2500,60,1,0,2.867,2500,0.15,4,1,1,100,10,0,1
,2377,812,818,freeway,1,3.11339,1,2000,60,1,0,3.11339,2000,0.15,4,1,1,100,10,0,1
,2378,812,866,freeway,1,4.53415,1,1000,60,1,0,4.53415,1000,0.15,4,1,1,100,10,0,1
,2379,813,267,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2380,813,472,freeway,1,1.87122,1,3000,60,1,0,1.87122,3000,0.15,4,1,1,100,10,0,1
,2381,813,473,freeway,1,0.7446,1,1000,60,1,0,0.7446,1000,0.15,4,1,1,100,10,0,1
,2382,813,701,freeway,1,2.93054,1,2000,60,1,0,2.93054,2000,0.15,4,1,1,100,10,0,1
,2383,813,814,freeway,1,3.05549,1,6000,60,1,0,3.05549,6000,0.15,4,1,1,100,10,0,1
,2384,814,268,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2385,814,702,freeway,1,2.92864,1,3500,60,1,0,2.92864,3500,0.15,4,1,1,100,10,0,1
,2386,814,809,freeway,1,2.92864,1,2500,60,1,0,2.92864,2500,0.15,4,1,1,100,10,0,1
,2387,814,813,freeway,1,3.05549,1,6000,60,1,0,3.05549,6000,0.15,4,1,1,100,10,0,1
,2388,814,816,freeway,1,2.93371,1,2500,60,1,0,2.93371,2500,0.15,4,1,1,100,10,0,1
,2389,815,269,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2390,815,471,freeway,1,3.24219,1,3000,60,1,0,3.24219,3000,0.15,4,1,1,100,10,0,1
,2391,815,472,freeway,1,1.4461,1,3000,60,1,0,1.4461,3000,0.15,4,1,1,100,10,0,1
,2392,815,638,freeway,1,4.39242,1,2000,60,1,0,4.39242,2000,0.15,4,1,1,100,10,0,1
,2393,815,821,freeway,1,2.93054,1,2500,60,1,0,2.93054,2500,0.15,4,1,1,100,10,0,1
,2394,816,270,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2395,816,471,freeway,1,0.65699,1,3000,60,1,0,0.65699,3000,0.15,4,1,1,100,10,0,1
,2396,816,811,freeway,1,3.11339,1,3000,60,1,0,3.11339,3000,0.15,4,1,1,100,10,0,1
,2397,816,814,freeway,1,2.93371,1,2500,60,1,0,2.93371,2500,0.15,4,1,1,100,10,0,1
,2398,816,822,freeway,1,2.92864,1,2500,60,1,0,2.92864,2500,0.15,4,1,1,100,10,0,1
,2399,817,271,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2400,817,470,freeway,1,0.61304,1,1000,60,1,0,0.61304,1000,0.15,4,1,1,100,10,0,1
,2401,817,811,freeway,1,2.93054,1,2500,60,1,0,2.93054,2500,0.15,4,1,1,100,10,0,1
,2402,817,818,freeway,1,2.87283,1,3500,60,1,0,2.87283,3500,0.15,4,1,1,100,10,0,1
,2403,817,819,freeway,1,2.989,1,3500,60,1,0,2.989,3500,0.15,4,1,1,100,10,0,1
,2404,818,272,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2405,818,812,freeway,1,3.11339,1,2000,60,1,0,3.11339,2000,0.15,4,1,1,100,10,0,1
,2406,818,817,freeway,1,2.87283,1,3500,60,1,0,2.87283,3500,0.15,4,1,1,100,10,0,1
,2407,818,820,freeway,1,2.80865,1,1500,60,1,0,2.80865,1500,0.15,4,1,1,100,10,0,1
,2408,818,869,freeway,1,4.44087,1,1500,60,1,0,4.44087,1500,0.15,4,1,1,100,10,0,1
,2409,819,273,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2410,819,469,freeway,1,0.65982,1,3000,60,1,0,0.65982,3000,0.15,4,1,1,100,10,0,1
,2411,819,817,freeway,1,2.989,1,3500,60,1,0,2.989,3500,0.15,4,1,1,100,10,0,1
,2412,819,820,freeway,1,2.745,1,1500,60,1,0,2.745,1500,0.15,4,1,1,100,10,0,1
,2413,819,829,freeway,1,2.93815,1,3000,60,1,0,2.93815,3000,0.15,4,1,1,100,10,0,1
,2414,820,274,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2415,820,818,freeway,1,2.80865,1,1500,60,1,0,2.80865,1500,0.15,4,1,1,100,10,0,1
,2416,820,819,freeway,1,2.745,1,1500,60,1,0,2.745,1500,0.15,4,1,1,100,10,0,1
,2417,820,830,freeway,1,3.05061,1,500,60,1,0,3.05061,500,0.15,4,1,1,100,10,0,1
,2418,820,869,freeway,1,4.44087,1,1500,60,1,0,4.44087,1500,0.15,4,1,1,100,10,0,1
,2419,821,275,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2420,821,815,freeway,1,2.93054,1,2500,60,1,0,2.93054,2500,0.15,4,1,1,100,10,0,1
,2421,821,822,freeway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,2422,821,823,freeway,1,2.928,1,4000,60,1,0,2.928,4000,0.15,4,1,1,100,10,0,1
,2423,821,826,freeway,1,2.93371,1,2500,60,1,0,2.93371,2500,0.15,4,1,1,100,10,0,1
,2424,822,276,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2425,822,470,freeway,1,3.19596,1,1000,60,1,0,3.19596,1000,0.15,4,1,1,100,10,0,1
,2426,822,816,freeway,1,2.92864,1,2500,60,1,0,2.92864,2500,0.15,4,1,1,100,10,0,1
,2427,822,821,freeway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,2428,822,824,freeway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,2429,823,277,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2430,823,821,freeway,1,2.928,1,4000,60,1,0,2.928,4000,0.15,4,1,1,100,10,0,1
,2431,823,824,freeway,1,2.93054,1,2000,60,1,0,2.93054,2000,0.15,4,1,1,100,10,0,1
,2432,823,828,freeway,1,2.928,1,3000,60,1,0,2.928,3000,0.15,4,1,1,100,10,0,1
,2433,823,833,freeway,1,2.92864,1,3000,60,1,0,2.92864,3000,0.15,4,1,1,100,10,0,1
,2434,824,278,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2435,824,469,freeway,1,3.54115,1,3000,60,1,0,3.54115,3000,0.15,4,1,1,100,10,0,1
,2436,824,822,freeway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,2437,824,823,freeway,1,2.93054,1,2000,60,1,0,2.93054,2000,0.15,4,1,1,100,10,0,1
,2438,824,834,freeway,1,3.05061,1,9000,60,1,0,3.05061,9000,0.15,4,1,1,100,10,0,1
,2439,825,279,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2440,825,638,freeway,1,3.0341,1,1000,60,1,0,3.0341,1000,0.15,4,1,1,100,10,0,1
,2441,825,649,freeway,1,3.05,1,1500,60,1,0,3.05,1500,0.15,4,1,1,100,10,0,1
,2442,825,826,freeway,1,2.86765,1,2000,60,1,0,2.86765,2000,0.15,4,1,1,100,10,0,1
,2443,825,827,freeway,1,3.05061,1,1000,60,1,0,3.05061,1000,0.15,4,1,1,100,10,0,1
,2444,826,280,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2445,826,638,freeway,1,3.0008,1,1500,60,1,0,3.0008,1500,0.15,4,1,1,100,10,0,1
,2446,826,821,freeway,1,2.93371,1,2500,60,1,0,2.93371,2500,0.15,4,1,1,100,10,0,1
,2447,826,825,freeway,1,2.86765,1,2000,60,1,0,2.86765,2000,0.15,4,1,1,100,10,0,1
,2448,826,828,freeway,1,3.111,1,2000,60,1,0,3.111,2000,0.15,4,1,1,100,10,0,1
,2449,827,281,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2450,827,651,freeway,1,2.93054,1,1000,60,1,0,2.93054,1000,0.15,4,1,1,100,10,0,1
,2451,827,825,freeway,1,3.05061,1,1000,60,1,0,3.05061,1000,0.15,4,1,1,100,10,0,1
,2452,827,828,freeway,1,2.93054,1,2000,60,1,0,2.93054,2000,0.15,4,1,1,100,10,0,1
,2453,827,837,freeway,1,2.86765,1,2500,60,1,0,2.86765,2500,0.15,4,1,1,100,10,0,1
,2454,828,282,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2455,828,823,freeway,1,2.928,1,3000,60,1,0,2.928,3000,0.15,4,1,1,100,10,0,1
,2456,828,826,freeway,1,3.111,1,2000,60,1,0,3.111,2000,0.15,4,1,1,100,10,0,1
,2457,828,827,freeway,1,2.93054,1,2000,60,1,0,2.93054,2000,0.15,4,1,1,100,10,0,1
,2458,828,838,freeway,1,2.87283,1,500,60,1,0,2.87283,500,0.15,4,1,1,100,10,0,1
,2459,829,283,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2460,829,457,freeway,1,3.05061,1,1000,60,1,0,3.05061,1000,0.15,4,1,1,100,10,0,1
,2461,829,468,freeway,1,1.66609,1,2500,60,1,0,1.66609,2500,0.15,4,1,1,100,10,0,1
,2462,829,819,freeway,1,2.93815,1,3000,60,1,0,2.93815,3000,0.15,4,1,1,100,10,0,1
,2463,829,834,freeway,1,2.928,1,7500,60,1,0,2.928,7500,0.15,4,1,1,100,10,0,1
,2464,830,284,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2465,830,468,freeway,1,1.50659,1,2500,60,1,0,1.50659,2500,0.15,4,1,1,100,10,0,1
,2466,830,820,freeway,1,3.05061,1,500,60,1,0,3.05061,500,0.15,4,1,1,100,10,0,1
,2467,830,832,freeway,1,2.867,1,500,60,1,0,2.867,500,0.15,4,1,1,100,10,0,1
,2468,830,872,freeway,1,4.4979,1,3000,60,1,0,4.4979,3000,0.15,4,1,1,100,10,0,1
,2469,831,285,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2470,831,457,freeway,1,0.682,1,1000,60,1,0,0.682,1000,0.15,4,1,1,100,10,0,1
,2471,831,836,freeway,1,2.98962,1,1000,60,1,0,2.98962,1000,0.15,4,1,1,100,10,0,1
,2472,831,845,freeway,1,4.51647,1,1000,60,1,0,4.51647,1000,0.15,4,1,1,100,10,0,1
,2473,832,286,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2474,832,459,freeway,1,1.27372,1,2000,60,1,0,1.27372,2000,0.15,4,1,1,100,10,0,1
,2475,832,830,freeway,1,2.867,1,500,60,1,0,2.867,500,0.15,4,1,1,100,10,0,1
,2476,832,872,freeway,1,4.39962,1,2000,60,1,0,4.39962,2000,0.15,4,1,1,100,10,0,1
,2477,833,287,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2478,833,455,freeway,1,2.14543,1,3000,60,1,0,2.14543,3000,0.15,4,1,1,100,10,0,1
,2479,833,823,freeway,1,2.92864,1,3000,60,1,0,2.92864,3000,0.15,4,1,1,100,10,0,1
,2480,833,834,freeway,1,2.93815,1,10500,60,1,0,2.93815,10500,0.15,4,1,1,100,10,0,1
,2481,833,838,freeway,1,3.05061,1,2000,60,1,0,3.05061,2000,0.15,4,1,1,100,10,0,1
,2482,834,288,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2483,834,456,freeway,1,1.96908,1,5500,60,1,0,1.96908,5500,0.15,4,1,1,100,10,0,1
,2484,834,824,freeway,1,3.05061,1,9000,60,1,0,3.05061,9000,0.15,4,1,1,100,10,0,1
,2485,834,829,freeway,1,2.928,1,7500,60,1,0,2.928,7500,0.15,4,1,1,100,10,0,1
,2486,834,833,freeway,1,2.93815,1,10500,60,1,0,2.93815,10500,0.15,4,1,1,100,10,0,1
,2487,835,289,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,2488,835,455,freeway,1,1.18441,1,3000,60,1,0,1.18441,3000,0.15,4,1,1,100,10,0,1
,2489,835,836,freeway,1,2.928,1,6000,60,1,0,2.928,6000,0.15,4,1,1,100,10,0,1
,2490,835,840,freeway,1,2.93371,1,3500,60,1,0,2.93371,3500,0.15,4,1,1,100,10,0,1
,2491,835,846,freeway,1,4.37885,1,1500,60,1,0,4.37885,1500,0.15,4,1,1,100,10,0,1
,2492,836,290,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
